pathway	description	X16S_1_10_S10_L001	X16S_1_11_S11_L001	X16S_1_12_S12_L001	X16S_1_13_S13_L001	X16S_1_14_S14_L001	X16S_1_15_S15_L001	X16S_1_16_S16_L001	X16S_1_17_S17_L001	X16S_1_18_S18_L001	X16S_1_19_S19_L001	X16S_1_1_S1_L001	X16S_1_20_S20_L001	X16S_1_21_S21_L001	X16S_1_22_S22_L001	X16S_1_23_S23_L001	X16S_1_24_S24_L001	X16S_1_25_S25_L001	X16S_1_26_S26_L001	X16S_1_27_S27_L001	X16S_1_28_S28_L001	X16S_1_29_S29_L001	X16S_1_2_S2_L001	X16S_1_30_S30_L001	X16S_1_31_S31_L001	X16S_1_32_S32_L001	X16S_1_33_S33_L001	X16S_1_34_S34_L001	X16S_1_35_S35_L001	X16S_1_36_S36_L001	X16S_1_37_S37_L001	X16S_1_38_S38_L001	X16S_1_39_S39_L001	X16S_1_3_S3_L001	X16S_1_40_S40_L001	X16S_1_41_S41_L001	X16S_1_42_S42_L001	X16S_1_43_S43_L001	X16S_1_44_S44_L001	X16S_1_45_S45_L001	X16S_1_46_S46_L001	X16S_1_47_S47_L001	X16S_1_48_S48_L001	X16S_1_49_S49_L001	X16S_1_4_S4_L001	X16S_1_50_S50_L001	X16S_1_51_S51_L001	X16S_1_52_S52_L001	X16S_1_53_S53_L001	X16S_1_54_S54_L001	X16S_1_55_S55_L001	X16S_1_56_S56_L001	X16S_1_57_S57_L001	X16S_1_58_S58_L001	X16S_1_59_S59_L001	X16S_1_5_S5_L001	X16S_1_6_S6_L001	X16S_1_7_S7_L001	X16S_1_8_S8_L001	X16S_1_9_S9_L001
PWY-1422	vitamin E biosynthesis tocopherols	2.2489	33.4585	2.2379	0	0	14828.393	161.227	0	4.4128	0	0	8.9885	0	31.3282	0	2.1948	0	1.4999	0	0	0.75	0	0	1.6363	0	2882.1847	0	0	0.75	0	0	244.901	0	62.1882	0.9	4161.8965	556.3607	71.2661	230.6192	0	1855.5943	567.568	0	0	366.1303	3847.7939	301.5142	0	0	0	24388.3771	361.6678	308.0288	3081.6914	28.7564	0	0.8934	14.5966	0
PWY-1501	mandelate degradation I	1806.6562	59.3688	0	14.356	6.9662	206.9464	0	91.8339	0.7972	19.2699	0	675.718	33.445	17.8021	0	72.655	0	0	0	510.9904	122.4946	0	101.2223	30.8243	0	354.5546	0	122.4797	0	355.1292	0	3.8859	0	0	0	159.8076	0	52.1616	0	71.4632	340.078	0	0	0.7818	45.57	65.9528	0	0	0	3.1966	423.834	7.9878	228.4819	328.9762	228.7582	0	0	0	10.064
PWY-1541	superpathway of taurine degradation	425.459	0	0	662.023	3.607	2501.2353	43.4572	34.6819	0	22.6032	672.7406	829.1163	0	84.4156	55.7067	193.5076	285.8904	80.561	0	2335.7465	0	0	220.8534	0	1.9996	5404.5975	0	1037.548	0	0	3.9994	397.7002	1.9996	321.0085	752.8966	1412.0211	1137.8355	196.2034	0	812.2156	3719.2965	2511.524	0	0	9441.0925	2699.5202	444.2181	562.6581	1.9992	8024.8152	4228.9826	3293.4349	2021.0052	5490.1338	1438.4914	0	0	0	3.9783
PWY-1622	formaldehyde assimilation I serine pathway	26717.2098	33508.1063	7712.3114	33561.2332	23841.6846	24220.8977	7672.6422	14702.1778	8424.8847	7903.5503	9396.7195	35229.0516	44346.6628	13802.7982	16212.2029	28904.1216	13067.5182	12710.5959	6830.224	46969.4413	11816.5608	1610.08	13639.4013	27525.387	1335.7977	42151.0787	3461.5624	29448.2117	17549.7497	66150.7501	15600.2003	40142.6893	13322.9032	19042.563	10413.9233	14317.8068	1590.6478	47557.5748	4903.0654	56383.7307	18284.9119	50310.0719	94.6898	17161.0186	31293.7263	20643.9297	4938.0933	12201.9173	2955.9027	59684.6305	54958.6866	14377.7551	8451.317	6563.3096	12488.3663	8342.3679	20566.979	15570.4551	16700.4108
PWY-181	photorespiration	64967.5151	42156.9519	6669.3709	40976.6707	33658.2573	57023.3978	9298.7715	20241.5665	15030.2859	10113.388	28092.1744	80701.0035	66957.6068	21623.0408	30255.7699	41491.8938	26027.5721	17046.3541	10986.6916	99860.4581	21709.7648	13181.7553	31205.8836	40150.1399	11904.2155	110442.1014	8058.8664	73206.6691	62219.9987	125884.9559	49869.1365	93125.9174	19724.0727	49085.6225	46478.7296	37290.644	23171.9278	65188.2775	29034.0608	103124.5233	62663.1286	147179.3154	35912.8719	27723.0732	86853.8869	52004.7004	12412.1634	22138.8148	36225.6359	181059.0499	122270.0735	41485.174	30977.9689	27767.9433	34563.0685	15300.7152	37667.9307	20612.6848	26563.0655
PWY-1861	formaldehyde assimilation II RuMP Cycle	15433.9459	56815.9799	4015.111	117940.3447	23984.3059	13204.0259	15596.9963	54349.2593	16623.6305	42413.4304	3857.1511	7966.7171	80468.5376	33316.7654	24367.1604	76956.2591	3808.1958	35409.1182	21985.3257	173953.4179	47342.3429	33511.5457	11955.7042	120613.5686	33708.3732	65686.4445	13144.3974	20711.6185	56924.597	111942.8158	89111.8305	84171.5989	34895.5328	7864.5438	81592.4233	4065.6396	50991.9948	165926.9627	82187.3332	125760.8383	34094.9837	281412.8003	76087.675	79784.3608	96904.5536	7141.9983	17131.7853	58084.4729	54929.8109	194206.7904	9135.8583	4228.7815	10988.8201	6854.3222	2979.2589	11285.8067	24150.0653	45317.1468	19857.5552
PWY-1882	superpathway of C1 compounds oxidation to CO2	1007.598	37.9521	0	9.4967	8.998	60.8944	0	0	0.5	15.8721	0	20.9914	25.494	22.9551	0	58.8569	0	0	0	0	0	77.1346	68.2787	20.483	0	97.3107	10.458	39.4647	0	34.9873	0	0	0	0	0	87.6081	0	37.4617	0	64.947	81.7413	0	0	0.5	0	31.9655	0	0	0	2	24.9928	0	12.4861	0	21.9745	0	0	0	6.4985
PWY-2221	Entner-Doudoroff pathway III semi-phosphorylative	7988.514	6919.0461	783.1753	80.8406	0	1315.8274	0	746.5019	438.8709	71.2094	6144.6912	13343.7129	170.4488	0	262.7784	147.957	4624.9312	0	709.3555	3768.4792	0	0	752.3448	0	0	5786.481	0	13249.6534	0	1022.9858	0	0	0	8728.8537	0	2178.168	0	479.3104	0	161.7725	4663.2311	0	0	0	9035.3314	5236.4009	160.6424	0	0	3320.4032	32991.678	7741.9253	5432.1278	1483.9711	526.4984	270.0159	0	8.9952	0
PWY-2941	L-lysine biosynthesis II	5516.062	8478.2545	701.8411	14247.9802	7745.9961	2535.2451	1377.2582	5506.199	2437.4314	1731.8359	2355.8838	6411.8192	4182.1975	7488.6852	16141.4898	21918.7028	2444.0871	3588.0055	9217.9707	145942.9818	34336.7114	30532.8057	3457.6925	30673.538	29268.8513	32403.2222	10712.9559	16585.7885	49627.2637	68967.9374	83722.5743	65093.7636	2667.3888	5276.6694	73616.3018	3184.3	48892.7213	51023.1853	75008.2462	21911.4921	15249.0198	250881.376	73084.1611	21071.237	84449.9208	2253.5686	11096.034	49841.988	51063.015	175171.1792	930.3044	2695.8265	1375.7076	5826.3291	601.0129	2313.6074	8227.052	3490.6367	5020.9626
PWY-2942	L-lysine biosynthesis III	172005.699	203221.4306	37305.9256	182571.4509	117436.7041	203421.1402	63961.7676	125129.9839	56184.2397	64250.114	82758.8422	257237.0799	243400.9958	100771.9711	102421.4794	161427.2866	91571.9399	90076.2414	47583.3855	320628.4734	82847.7825	36456.5544	103724.0098	219555.3548	33337.0917	359642.1502	32409.7572	210448.2442	233169.0241	486306.7255	155958.3944	311516.1459	78892.3508	112738.0142	120332.967	124215.8547	61813.7469	363281.5997	93653.108	415957.9719	165548.3381	356828.8557	85447.2645	131736.1073	238019.5674	131271.1389	45248.264	88621.9978	66603.7502	446681.8286	390902.6389	101110.4768	72184.3432	65500.7855	92808.0508	56422.875	121944.7376	87506.0027	90053.6065
PWY-3001	superpathway of L-isoleucine biosynthesis I	174724.9192	235385.4558	48483.3429	223853.9331	135250.8028	212208.9553	73987.925	147063.7878	63253.8742	75141.408	87958.1392	262492.2857	275416.6112	114687.735	115224.4421	188631.5797	96230.9464	104865.5843	54318.7926	356682.0963	93926.5401	40048.5043	108450.1779	249923.0172	36859.4597	365074.4353	30345.7935	219671.835	238227.9931	539102.2294	169522.437	340570.9253	90941.3447	111807.0791	130267.6899	129634.3511	66536.93	412052.6231	102259.0315	462017.4689	170061.525	392606.5719	92621.3919	147312.6796	255047.1676	131863.7501	49194.7789	100513.55	70832.3688	445672.3091	402512.222	104878.8402	73664.3519	67288.7786	94906.5315	63408.8383	137244.3542	106544.5383	101218.4509
PWY-3081	L-lysine biosynthesis V	48.7067	27.4639	0	0	0	127.6919	0	0	0	0	36.2888	12.3631	0	0	0	0	32.4666	0	0	0	0	0	216.9348	0	0	460.1992	0	89.0438	0	0	0	0	0	36.1846	0	60.3897	0	0	0	0	0	0	0	0	0	152.4631	0	0	0	0	0	24.9129	0	0	0	0	0	54.7654	73.8966
PWY-3661	glycine betaine degradation I	9703.8883	672.6187	0	5723.1608	127.3667	15255.1874	317.7412	219.4347	783.7537	169.1909	4825.4484	5699.9174	11793.502	598.0841	348.7847	2561.7801	1773.712	2062.2991	0	14469.0453	0	0	1375.7997	426.4734	12.4958	33202.6062	456.4192	8232.4387	1533.6645	13038.7329	29.9938	5011.1463	12.498	2722.1129	5392.3764	8275.6585	7161.9323	3644.1814	0	11670.8107	22368.9053	15552.563	7.4994	1743.415	54804.5281	15797.2084	2892.5607	3613.02	753.2378	52111.6701	26362.8203	19044.8517	11464.7704	27271.1783	8574.4598	0	13065.5191	2231.7839	1401.414
PWY-3781	aerobic respiration I cytochrome c	472911.9583	469684.1155	88862.884	428449.2059	300728.4874	569574.173	143802.3377	321872.9571	146307.9673	149629.1978	226052.8522	735815.7888	598858.6633	247170.8363	244660.9653	396883.1321	260600.7746	212838.987	112844.0307	679533.9149	172422.7764	35538.9662	285360.337	495838.7293	23882.628	971388.2546	92691.2445	573632.3113	552730.6338	1201924.081	308592.6409	750070.1162	189354.9915	295309.1509	200652.2364	341009.508	75488.5305	899343.1029	110289.2026	1030089.915	437138.4419	569995.4281	93306.864	313994.7415	527884.4994	351254.9787	106724.7856	173645.9445	84696.1008	971673.4804	1089379.515	277873.5274	194450.1247	178387.2557	257265.2686	148059.6558	315770.6596	215389.4132	228058.7878
PWY-3801	sucrose degradation II sucrose synthase	1182.4013	388.6094	7.4967	0	0	80553.7999	1529.4668	0	14.9941	0	313.4555	104.9481	0	298.5477	0	7.4995	298.7861	14.9956	0	0	7.4991	0	1920.5886	14.9984	0	19185.4102	0	612.8231	14.9989	0	0	2425.4245	0	477.4237	7.4994	27365.0416	5089.4634	307.0892	1940.4476	14.9991	10278.8761	4867.8104	0	0	2603.7525	23497.9748	2507.3999	0	0	0	120987.9345	2477.6005	916.9765	18634.2463	104.8478	0	7.4993	253.7613	0
PWY-3941	beta-alanine biosynthesis II	67.2165	69.8088	0	52.356	0	7.4883	59.2577	7.4936	0	0	29.894	0	97.1289	24.9299	67.0233	0	0	0	0	9.9976	0	0	49.6268	380.9254	0	0	0	0	0	2.4999	0	2605.6473	0	0	0	0	569.1992	779.4266	0	821.7135	0	1389.8054	0	0	0	0	19.9008	0	537.4518	2817.673	69.8409	2.4994	0	0	208.5679	0	0	44.7945	0
PWY-4361	S-methyl-5-thio-and alpha-D-ribose 1-phosphate degradation	2775.7887	2511.4076	203.0729	3449.2882	3003.0399	2120.4617	498.8875	1684.4387	964.4698	444.6008	1027.6911	3113.7937	2179.7875	1230.3204	2552.2965	4703.8348	1219.3944	485.9324	852.2985	7390.8341	1690.4883	1924.7352	1761.665	1937.8684	1362.2247	13981.6918	345.7601	7681.0413	2998.0076	16006.0516	8347.9238	6943.3437	1078.28	2488.6097	4922.2202	1364.1574	3647.0978	17360.0046	5262.4777	5408.5512	4029.8182	21484.5994	7307.5966	5153.3039	5735.3342	1482.9263	1159.3487	3062.9588	2972.9073	19303.7151	1120.4704	1354.9173	684.7541	3113.9552	353.2981	974.8803	3958.6985	1114.9838	2026.1222
PWY-4984	urea cycle	79627.6708	95393.9922	28652.5962	73351.9724	48944.4755	83693.0138	21629.0771	41771.4513	23654.7093	22266.912	42620.2316	134462.6063	74186.641	30878.4815	34535.6203	60235.8264	40129.7221	32894.5484	16505.175	112920.5768	27682.3104	4798.8763	43315.4046	63787.4438	4134.0255	168076.9742	6723.9049	104964.8388	54270.7843	163603.2341	56856.8055	113173.4365	26989.3613	51061.6576	35201.9581	56525.6927	19839.0615	133155.4777	21438.2025	133923.8169	76358.2875	98946.1142	17777.91	42810.6513	94280.6094	61817.4434	13057.6075	31071.2415	14009.0017	151654.1679	189021.7734	55291.3993	35959.8229	30180.7148	42507.9985	23100.4115	53936.5946	37482.508	34268.7375
PWY-5005	biotin biosynthesis II	0	227.6257	0	576.0341	59.9651	16.7984	126.9046	167.757	0	38.3719	0	266.0443	86.3643	98.2906	1635.3282	359.0461	0	43.1746	0	1108.4573	0	0	0	311.3957	69.1762	107.9584	0	28.7958	263.7603	556.0899	1144.8676	81.5739	124.5284	14.3982	334.44	0	651.669	582.0746	977.7393	249.4198	95.9374	2110.9896	0	346.7148	1379.0189	2.3999	0	786.6244	0	12184.6104	0	26.3924	0	0	0	14.3956	272.804	155.656	112.6237
PWY-5022	4-aminobutanoate degradation V	71217.8075	42746.1882	5604.4908	44469.2431	27197.0935	89964.5041	9118.5914	37660.1451	13743.9307	13236.6245	30678.323	129188.9969	52406.4641	25020.1078	26097.9113	49485.5629	42537.7657	17487.843	15185.9574	172082.0571	36853.4292	39907.667	40873.4414	53877.0575	39605.915	164461.3438	21056.8075	81876.3324	94654.4003	142099.3804	94173.2682	109289.6554	14473.2426	42118.9407	74689.585	41348.3592	60620.0449	118085.6679	94305.6887	112171.0389	75482.1897	302425.5595	103261.1317	42106.5499	115955.5769	55596.8935	18160.8785	51016.9506	66464.0391	251463.6128	151321.8794	40628.6367	32653.6886	31855.7942	39364.087	16899.4728	37301.0072	19263.9455	21547.2118
PWY-5028	L-histidine degradation II	20202.0716	7700.3669	3106.7913	2006.4794	1083.5103	18791.0434	376.8542	1741.3544	453.6868	365.8724	4803.9268	20836.9213	5506.0834	819.2564	2112.6741	1780.8151	5341.2801	2302.1656	1085.1854	23593.5382	1437.5751	831.8846	10031.209	2176.0226	2512.5541	41129.1722	767.7057	22135.1138	82698.3425	11563.2695	10808.6148	6107.7065	340.1714	7916.2677	6191.2672	12926.7272	10954.1176	4172.0164	8926.9692	8881.9692	22656.5242	51548.6365	5981.7711	1129.6743	23183.6627	15616.9395	2435.0582	2638.6813	4607.932	97440.9487	37666.683	17110.0738	19780.1078	12870.9229	9915.3693	325.5997	8513.3381	1361.8093	1546.1898
PWY-5088	L-glutamate degradation VIII to propanoate	1066.1977	0	0	196.9867	122.7085	1137.6049	0	66.2134	369.8645	15.6589	404.4716	3521.1804	0	16.67	221.8207	147.237	677.9843	220.776	146.6724	3.0137	247.5192	253.5866	964.232	110.3065	1.4693	2727.6571	69.7941	2051.2205	61.7146	1620.6441	1.4831	256.0712	80.7466	672.3865	26.1872	319.5562	3.006	650.1873	8.9745	134.5185	1594.1972	1398.7099	0	1.4821	1907.6871	418.2286	155.823	7.4222	285.7941	5035.8614	3415.6861	1286.7416	502.804	628.0038	382.2927	87.3308	28.4599	74.9707	45.8571
PWY-5097	L-lysine biosynthesis VI	161505.3728	193722.9024	34891.329	172573.6223	112574.2542	189296.2892	62235.238	120396.1462	54648.6129	61791.2683	79512.3966	234514.5009	230112.6212	96519.8862	97092.9912	153600.6524	84636.8017	86268.6727	45511.8216	300477.6359	79982.3974	35136.3757	99150.929	211473.0642	32418.5876	333979.3349	32802.7065	201592.7289	224007.0791	468609.4114	148693.4618	299753.9554	75230.6177	107579.6132	116051.0689	118438.0096	59228.1327	347624.4754	90676.3538	395506.4104	157222.1645	340887.5904	82493.5479	125674.7398	227069.2069	122446.593	43507.0078	85905.1506	63790.1806	413227.3399	371308.4846	95765.613	68545.3831	62048.1088	88653.3571	54033.0972	114515.2373	82922.905	85684.2979
PWY-5100	pyruvate fermentation to acetate and lactate II	63640.9356	131445.1441	25284.144	83837.1018	53087.9123	52993.4964	30178.4424	65581.1853	27727.4983	31159.6603	38264.115	79667.6339	99689.0256	53523.5726	52917.3945	79614.8211	28498.9664	43852.8165	26018.3383	177614.0817	51929.4519	30006.1355	40185.3136	112977.5209	28762.6495	143197.6889	15038.6478	90998.6792	80161.004	255695.234	101776.0322	161868.2222	31727.5894	54235.1811	84912.3287	44097.0691	49233.9555	189115.9653	80016.0385	202238.0806	63144.8608	261790.9632	76126.5685	64193.1626	118127.2445	45162.0168	24954.5662	58500.9584	51034.2309	227048.6906	122810.7973	35183.3389	20638.0925	22065.8399	32187.3368	26559.8205	55479.4035	41094.2892	36248.0085
PWY-5101	L-isoleucine biosynthesis II	255007.9152	299605.3846	61272.5231	279233.6659	171662.1755	302651.7652	93014.0967	184055.842	80964.2527	94887.7315	125097.5848	374337.4932	354425.627	144385.6699	145534.5666	236650.4952	138736.9168	131947.1181	69418.3703	471199.9755	121747.9424	53115.0908	152728.4487	314580.1885	48304.1907	518959.0931	33865.9772	314316.9704	311035.6534	688915.2891	223963.8367	436247.8062	115259.7611	160954.2633	171330.9976	182553.1025	88887.5629	519214.4134	129133.8408	594551.9143	241552.9334	520985.8582	123131.3522	187932.4493	352472.3008	194017.2732	64664.2101	121292.245	101443.6992	599940.2675	581172.495	154048.4439	108928.9545	101268.5837	137169.352	81932.8099	179742.1774	132843.8065	129485.1073
PWY-5103	L-isoleucine biosynthesis III	194484.8373	245884.6281	50925.4947	228185.4308	140222.2535	236189.6552	76392.5545	150156.8719	65733.9715	77337.1206	95440.9763	287637.2873	287894.4952	119053.8151	119416.393	193936.1083	106112.4924	109106.6518	56473.6468	376225.3395	98149.4909	41629.8648	116873.5249	258889.9703	38000.589	402583.8633	27665.4715	236958.8582	250607.3705	559205.0947	175064.7073	353907.9336	93929.168	123498.0374	133704.4994	138588.3038	69039.0916	426134.223	103349.6222	485467.7156	182842.2203	402776.1421	95616.5964	153004.2815	273540.2853	145953.5266	51665.6477	100503.298	75520.2773	475512.25	448099.6058	115976.4864	81523.7152	77379.1943	103795.3297	65164.0341	144357.2637	108996.653	105369.66
PWY-5104	L-isoleucine biosynthesis IV	143184.1159	293548.1321	61749.0407	273141.1963	162521.9022	92728.8474	89941.051	173312.0124	75964.655	93404.1328	72703.863	162658.7934	337262.5112	138688.8319	137145.3263	229819.0831	56687.9805	126404.5353	66260.1089	398439.0957	114231.5132	38745.6092	83330.3054	304653.6217	35001.1543	313197.9266	31746.119	190091.7404	248923.4059	666335.5398	195606.1176	399583.0503	110798.0977	107469.8737	156876.4249	82007.3314	67626.2481	499457.5116	116355.2879	554468.0202	129706.1813	440777.8705	98451.4311	179981.9401	272703.4517	83983.7736	58712.5602	111278.5509	72874.0652	387889.8396	226058.8101	74248.1094	36368.6871	38043.1171	68261.3944	75532.7604	164974.5153	127294.0211	120384.6415
PWY-5121	superpathway of geranylgeranyl diphosphate biosynthesis II via MEP	138419.5989	169609.5687	30450.0445	137925.1909	97353.8895	163583.6175	55205.6677	100256.9981	46924.1518	49550.4349	67502.9399	208638.4405	191143.3788	84033.4026	83256.8992	128079.1916	75266.9216	73576.0385	38597.4447	251993.449	68622.0878	29574.8924	84675.5935	177479.3652	27696.15	285912.798	28691.0538	166853.1958	172606.9046	408671.256	124082.343	257359.3704	63712.0156	93165.2235	99519.3206	101332.3703	48453.7529	291612.5947	75652.7558	338837.2558	130837.358	276038.6723	67184.433	101886.6111	191570.4559	102819.1118	37680.9875	74054.5394	52427.2468	344469.5069	313911.8456	80236.1287	54544.2468	52507.8162	76572.5853	46859.587	98196.4335	68012.2338	73391.6485
PWY-5154	L-arginine biosynthesis III via N-acetyl-L-citrulline	113492.7762	90130.6126	15951.871	84192.9776	58633.3078	117775.5545	27372.3068	59948.3218	31949.4869	30604.9769	59871.8811	155539.5842	119402.7844	39071.1977	47182.6187	75197.8315	60574.6146	38968.8263	21760.9853	170854.9677	41291.4026	17569.872	62713.5152	100060.5402	15395.4342	218044.4318	11199.3391	144622.5407	96206.0628	233202.9073	73961.9904	152382.052	37173.7283	79998.8735	61056.0114	79261.1016	34503.4819	170770.4117	46303.9396	202927.2174	107701.4926	206800.2294	44478.5836	69679.5013	148520.1086	91825.9169	21701.3896	36426.5862	42899.7873	237779.5506	254690.0817	75663.0115	47362.1941	45013.9639	61750.2367	26856.3558	63861.7942	40596.4271	42280.0292
PWY-5177	glutaryl-CoA degradation	0	0	0	191.8552	149.884	0	262.9544	65.9735	0	0	0	221.9142	215.86	0	4988.2919	33.9954	0	0	0	1918.9038	0	0	0	777.4275	173.0355	0	0	0	0	1389.42	2858.9999	0	71.9532	0	279.4918	0	412.2309	0	2460.1905	623.3258	0	0	0	205.7644	0	0	0	0	0	23170.6901	0	0	0	0	0	0	0	2	13.9987
PWY-5178	toluene degradation IV aerobic via catechol	6062.3433	1247.1197	94.5869	1984.2908	219.2835	3509.076	117.6582	505.4426	203.2349	312.9158	1711.3402	6933.9648	1185.9833	636.8934	559.4343	1546.1525	2714.2381	554.9496	1173.0763	10005.926	2283.7826	1310.0944	2243.3286	2802.0377	778.1576	18516.211	366.4938	6630.0053	3410.0746	5077.9329	2573.5565	6454.7968	329.7766	3699.8815	2976.3819	741.0194	2976.4083	2728.1363	4374.9928	4176.7066	6677.4255	15262.7842	4793.1292	1599.0578	7596.5198	4241.9303	803.2728	2571.3757	2155.2682	27854.9064	2001.8577	3222.8382	3425.8417	3204.153	1480.2979	13.4255	1220.64	601.5986	674.0599
PWY-5180	toluene degradation I aerobic via o-cresol	29461.4736	12164.5016	1592.8611	12936.6632	8791.9105	28297.816	1581.3191	5548.9521	3846.8631	1961.3723	9675.6416	52580.7629	8296.951	5986.3494	8356.3016	16078.4056	15149.7544	3025.5941	3351.8635	45841.4281	4924.4864	6988.3633	19976.7028	12613.2214	5467.6211	87123.8152	1359.1244	45585.0296	27087.2517	58650.3189	28340.1029	25873.6698	3518.4731	25433.8099	13959.6684	20052.2278	12903.1897	51810.1509	21030.3997	18771.6726	34450.8976	89232.5002	41548.1112	17887.8625	34964.3267	21761.0418	5819.1389	9518.8186	12332.9501	95191.3505	59987.4766	16170.8307	13221.634	13332.5174	14772.113	4563.9707	14686.5933	4879.4486	7514.1123
PWY-5181	toluene degradation III aerobic via p-cresol	17125.1981	7684.4526	996.1442	5785.0845	2618.8887	13913.2979	772.2307	2924.0162	1904.0876	631.975	6895.5672	23586.436	4415.9676	2428.4048	2234.2943	4644.1816	9684.8965	2255.152	1059.2728	9371.2356	1775.9909	898.464	9934.9812	5634.2725	1721.1975	32078.872	686.1369	18382.4115	5323.3018	12195.6702	6697.1122	13223.1005	1880.2158	10598.514	4922.4891	11102.2811	2483.2094	10172.2124	3967.5863	13296.0256	16702.776	22101.8638	27.9176	4621.8085	10256.0872	14203.5716	1797.2141	3179.5269	0	34868.4786	24171.9569	7222.0319	5623.3939	1812.5631	9170.5694	3223.5259	6311.6337	2538.0062	3701.3367
PWY-5182	toluene degradation II aerobic via 4-methylcatechol	29461.4736	12164.5016	1592.8611	12936.6632	8791.9105	28297.816	1581.3191	5548.9521	3846.8631	1961.3723	9675.6416	52580.7629	8296.951	5986.3494	8356.3016	16078.4056	15149.7544	3025.5941	3351.8635	45841.4281	4924.4864	6988.3633	19976.7028	12613.2214	5467.6211	87123.8152	1359.1244	45585.0296	27087.2517	58650.3189	28340.1029	25873.6698	3518.4731	25433.8099	13959.6684	20052.2278	12903.1897	51810.1509	21030.3997	18771.6726	34450.8976	89232.5002	41548.1112	17887.8625	34964.3267	21761.0418	5819.1389	9518.8186	12332.9501	95191.3505	59987.4766	16170.8307	13221.634	13332.5174	14772.113	4563.9707	14686.5933	4879.4486	7514.1123
PWY-5183	superpathway of aerobic toluene degradation	7939.7276	1043.9597	0	1857.5461	284.045	680.0598	151.4248	410.5032	0	378.4727	1229.2032	1746.3034	454.9485	713.3813	450.0839	1660.4967	8.9865	556.3968	772.3852	5441.1412	1118.6135	0	814.3296	3247.169	8.954	4047.5099	0	4500.7407	17.9532	5091.6417	192.1619	5228.289	322.3499	275.2785	896.0088	453.8732	1449.9488	2921.9374	0	4056.6139	5623.9605	7228.7199	0	1914.8638	8832.325	272.846	530.2886	8.98	0	14413.0261	2234.5779	404.9366	1185.4029	2350.6459	344.2635	7.6952	596.7576	469.0321	914.9004
PWY-5188	tetrapyrrole biosynthesis I from glutamate	156319.2855	205368.1553	45174.6104	183015.2591	116525.8431	186281.0568	63293.8092	120090.8576	55689.7022	63569.2578	77932.8595	230587.9196	225162.2673	95545.2399	98613.7357	156363.9979	85494.8102	88163.0108	45819.2938	288014.7806	77139.4809	32775.6245	96830.7491	207973.686	30956.4271	325722.6623	35877.3042	192914.4452	206033.4068	438943.4951	138445.026	286747.3488	74005.4413	101769.8404	108086.187	115416.6053	54864.2989	341407.9165	86372.9558	385483.4488	150185.9638	322410.2562	77400.7423	123210.8924	216366.972	119261.5545	41984.093	84805.0751	58501.3962	394217.9157	355106.7608	91787.1918	64881.5514	61289.7801	87805.4858	54045.2832	110179.2785	87739.2489	86097.226
